Account Name;Parent Account;Account Number;Parent Account Number;Is Group;Account Type;Root type;Account Currency
Beneficios por valoración de instrumentos financieros por su valor razonable;;763;;1;;Income;
Beneficios de cartera de negociación;Beneficios por valoración de instrumentos financieros por su valor razonable;7630;763;1;;Income;
Beneficios de designados por la empresa;Beneficios por valoración de instrumentos financieros por su valor razonable;7631;763;1;;Income;
Beneficios de disponibles para la venta;Beneficios por valoración de instrumentos financieros por su valor razonable;7632;763;1;;Income;
Beneficios de instrumentos de cobertura;Beneficios por valoración de instrumentos financieros por su valor razonable;7633;763;1;;Income;
Beneficios en participaciones y valores representativos de deuda;;766;;1;;Income;
Beneficios en valores representativos de deuda a largo plazo, empresas del grupo;Beneficios en participaciones y valores representativos de deuda;7660;766;1;;Income;
Beneficios en valores representativos de deuda a largo plazo, empresas asociadas;Beneficios en participaciones y valores representativos de deuda;7661;766;1;;Income;
Beneficios en valores representativos de deuda a largo plazo, otras partes vinculadas;Beneficios en participaciones y valores representativos de deuda;7662;766;1;;Income;
Beneficios en participaciones y valores representativos de deuda a largo plazo, otras empresas;Beneficios en participaciones y valores representativos de deuda;7663;766;1;;Income;
Beneficios en participaciones y valores representativos de deuda a corto plazo, empresas del grupo;Beneficios en participaciones y valores representativos de deuda;7665;766;1;;Income;
Beneficios en participaciones y valores representativos de deuda a corto plazo, empresas asociadas;Beneficios en participaciones y valores representativos de deuda;7666;766;1;;Income;
Beneficios en valores representativos de deuda a corto plazo, otras partes vinculadas;Beneficios en participaciones y valores representativos de deuda;7667;766;1;;Income;
Beneficios en valores representativos de deuda a corto plazo, otras empresas;Beneficios en participaciones y valores representativos de deuda;7668;766;1;;Income;
Ingresos de activos afectos y de derechos de reembolso relativos a retribuciones a largo plazo;;767;;1;;Income;
Diferencias positivas de cambio;;768;;1;;Income;
Otros ingresos financieros;;769;;1;;Income;
Beneficios procedentes del inmovilizado intangible;;770;;1;;Income;
Beneficios procedentes del inmovilizado mate rial;;771;;1;;Income;
Beneficios procedentes de las inversiones inmobiliarias;;772;;1;;Income;
Beneficios procedentes de participaciones a largo plazo en partes vinculadas;;773;;1;;Income;
Beneficios procedentes de participaciones a largo plazo, empresas del grupo;Beneficios procedentes de participaciones a largo plazo en partes vinculadas;7733;773;1;;Income;
Beneficios procedentes de participaciones a largo plazo, empresas asociadas;Beneficios procedentes de participaciones a largo plazo en partes vinculadas;7734;773;1;;Income;
Beneficios procedentes de participaciones a largo plazo, otras partes vinculadas;Beneficios procedentes de participaciones a largo plazo en partes vinculadas;7735;773;1;;Income;
Diferencia negativa en combinaciones de negocios;;774;;1;;Income;
Beneficios por operaciones con obligaciones propias;;775;;1;;Income;
Ingresos excepcionales;;778;;1;;Income;
Reversión del deterioro del inmovilizado intangible;;790;;1;;Income;
Reversión del deterioro del inmovilizado material;;791;;1;;Income;
Reversión del deterioro de las inversiones inmobiliarias;;792;;1;;Income;
Reversión del deterioro de existencias;;793;;1;;Income;
Reversión del deterioro de productos terminados y en curso de fabricación;Reversión del deterioro de existencias;7930;793;1;;Income;
Reversión del deterioro de mercaderías;Reversión del deterioro de existencias;7931;793;1;;Income;
Reversión del deterioro de materias primas;Reversión del deterioro de existencias;7932;793;1;;Income;
Reversión del deterioro de otros aprovisionamientos;Reversión del deterioro de existencias;7933;793;1;;Income;
Reversión del deterioro de créditos por operaciones comerciales;;794;;1;;Income;
Exceso de provisiones;;795;;1;;Income;
Exceso de provisión por retribuciones al personal;Exceso de provisiones;7950;795;1;;Income;
Exceso de provisión para impuestos;Exceso de provisiones;7951;795;1;;Income;
Exceso de provisión para otras responsabilidades;Exceso de provisiones;7952;795;1;;Income;
Exceso de provisión por operaciones comerciales;Exceso de provisiones;7954;795;1;;Income;
Exceso de provisión por contratos onerosos;Exceso de provisión por operaciones comerciales;79544;7954;1;;Income;
Exceso de provisión para otras operaciones comerciales;Exceso de provisión por operaciones comerciales;79549;7954;1;;Income;
Exceso de provisión para actuaciones medioambientales;Exceso de provisiones;7955;795;1;;Income;
Exceso de provisión para reestructuraciones;Exceso de provisiones;7956;795;1;;Income;
Exceso de provisión por transacciones con pagos basados en instrumentos de patrimonio;Exceso de provisiones;7957;795;1;;Income;
Reversión del deterioro de participaciones y valores representativos de deuda a largo plazo;;796;;1;;Income;
Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo;Reversión del deterioro de participaciones y valores representativos de deuda a largo plazo;7960;796;1;;Income;
Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas;Reversión del deterioro de participaciones y valores representativos de deuda a largo plazo;7961;796;1;;Income;
Reversión del deterioro de valores representativos de deuda a largo plazo, empresas del grupo;Reversión del deterioro de participaciones y valores representativos de deuda a largo plazo;7965;796;1;;Income;
Reversión del deterioro de valores representativos de deuda a largo plazo, empresas asociadas;Reversión del deterioro de participaciones y valores representativos de deuda a largo plazo;7966;796;1;;Income;
Reversión del deterioro de valores representativos de deuda a largo plazo, otras partes vinculadas;Reversión del deterioro de participaciones y valores representativos de deuda a largo plazo;7967;796;1;;Income;
Reversión del deterioro de valores representativos de deuda a largo plazo, otras empresas;Reversión del deterioro de participaciones y valores representativos de deuda a largo plazo;7968;796;1;;Income;
Reversión del deterioro de créditos a largo plazo;;797;;1;;Income;
Reversión del deterioro de créditos a largo plazo, empresas del grupo;Reversión del deterioro de créditos a largo plazo;7970;797;1;;Income;
Reversión del deterioro de créditos a largo plazo, empresas asociadas;Reversión del deterioro de créditos a largo plazo;7971;797;1;;Income;
Reversión del deterioro de créditos a largo plazo, otras partes vinculadas;Reversión del deterioro de créditos a largo plazo;7972;797;1;;Income;
Reversión del deterioro de créditos a largo plazo, otras empresas;Reversión del deterioro de créditos a largo plazo;7973;797;1;;Income;
Reversión del deterioro de participaciones y valores representativos de deuda a corto plazo;;798;;1;;Income;
Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo;Reversión del deterioro de participaciones y valores representativos de deuda a corto plazo;7980;798;1;;Income;
Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas;Reversión del deterioro de participaciones y valores representativos de deuda a corto plazo;7981;798;1;;Income;
Reversión del deterioro en valores representativos de deuda a corto plazo, empresas del grupo;Reversión del deterioro de participaciones y valores representativos de deuda a corto plazo;7985;798;1;;Income;
Reversión del deterioro en valores representativos de deuda a corto plazo, empresas asociadas;Reversión del deterioro de participaciones y valores representativos de deuda a corto plazo;7986;798;1;;Income;
Reversión del deterioro en valores representativos de deuda a corto plazo, otras partes vinculadas;Reversión del deterioro de participaciones y valores representativos de deuda a corto plazo;7987;798;1;;Income;
Reversión del deterioro en valores representativos de deuda a corto plazo, otras empresas;Reversión del deterioro de participaciones y valores representativos de deuda a corto plazo;7988;798;1;;Income;
Reversión del deterioro de créditos a corto plazo;;799;;1;;Income;
Reversión del deterioro de créditos a corto plazo, empresas del grupo;Reversión del deterioro de créditos a corto plazo;7990;799;1;;Income;
Reversión del deterioro de créditos a corto plazo, empresas asociadas;Reversión del deterioro de créditos a corto plazo;7991;799;1;;Income;
Reversión del deterioro de créditos a corto plazo, otras partes vinculadas;Reversión del deterioro de créditos a corto plazo;7992;799;1;;Income;
Reversión del deterioro de créditos a corto plazo, otras empresas;Reversión del deterioro de créditos a corto plazo;7993;799;1;;Income;
